airport,start,finish,capacity,type,misuse_penalty
AMS,2006-01-07T15:00,2006-01-07T16:00,1,t,0
AMS,2006-01-07T16:00,2006-01-07T17:00,1,t,0
AMS,2006-01-07T15:00,2006-01-07T16:00,1,l,0
AMS,2006-01-07T16:00,2006-01-07T17:00,1,l,0
AMS,2006-01-07T17:00,2006-01-07T18:00,3,t,0
AMS,2006-01-07T18:00,2006-01-07T19:00,3,t,0
AMS,2006-01-07T17:00,2006-01-07T18:00,3,l,0
AMS,2006-01-07T18:00,2006-01-07T19:00,3,l,0
AMS,2006-01-07T19:00,2006-01-07T20:00,1,t,0
AMS,2006-01-07T20:00,2006-01-07T21:00,1,t,0
AMS,2006-01-07T21:00,2006-01-07T22:00,1,t,0
AMS,2006-01-07T22:00,2006-01-07T23:00,1,t,0
AMS,2006-01-07T23:00,2006-01-08T00:00,1,t,0
AMS,2006-01-07T19:00,2006-01-07T20:00,1,l,0
AMS,2006-01-07T20:00,2006-01-07T21:00,1,l,0
AMS,2006-01-07T21:00,2006-01-07T22:00,1,l,0
AMS,2006-01-07T22:00,2006-01-07T23:00,1,l,0
AMS,2006-01-07T23:00,2006-01-08T00:00,1,l,0
AVN,2006-01-07T05:00,2006-01-07T06:00,1,t,0
AVN,2006-01-07T06:00,2006-01-07T07:00,1,t,0
AVN,2006-01-07T07:00,2006-01-07T08:00,1,t,0
AVN,2006-01-07T08:00,2006-01-07T09:00,1,t,0
AVN,2006-01-07T09:00,2006-01-07T10:00,1,t,0
AVN,2006-01-07T10:00,2006-01-07T11:00,1,t,0
AVN,2006-01-07T11:00,2006-01-07T12:00,1,t,0
AVN,2006-01-07T12:00,2006-01-07T13:00,1,t,0
AVN,2006-01-07T13:00,2006-01-07T14:00,1,t,0
AVN,2006-01-07T14:00,2006-01-07T15:00,1,t,0
AVN,2006-01-07T15:00,2006-01-07T16:00,1,t,0
AVN,2006-01-07T16:00,2006-01-07T17:00,1,t,0
AVN,2006-01-07T17:00,2006-01-07T18:00,1,t,0
AVN,2006-01-07T18:00,2006-01-07T19:00,1,t,0
AVN,2006-01-07T19:00,2006-01-07T20:00,1,t,0
AVN,2006-01-07T20:00,2006-01-07T21:00,1,t,0
AVN,2006-01-07T05:00,2006-01-07T06:00,1,l,0
AVN,2006-01-07T06:00,2006-01-07T07:00,1,l,0
AVN,2006-01-07T07:00,2006-01-07T08:00,1,l,0
AVN,2006-01-07T08:00,2006-01-07T09:00,1,l,0
AVN,2006-01-07T09:00,2006-01-07T10:00,1,l,0
AVN,2006-01-07T10:00,2006-01-07T11:00,1,l,0
AVN,2006-01-07T11:00,2006-01-07T12:00,1,l,0
AVN,2006-01-07T12:00,2006-01-07T13:00,1,l,0
AVN,2006-01-07T13:00,2006-01-07T14:00,1,l,0
AVN,2006-01-07T14:00,2006-01-07T15:00,1,l,0
AVN,2006-01-07T15:00,2006-01-07T16:00,1,l,0
AVN,2006-01-07T16:00,2006-01-07T17:00,1,l,7000
AVN,2006-01-07T17:00,2006-01-07T18:00,1,l,0
AVN,2006-01-07T18:00,2006-01-07T19:00,1,l,0
AVN,2006-01-07T19:00,2006-01-07T20:00,1,l,0
AVN,2006-01-07T20:00,2006-01-07T21:00,1,l,0
BES,2006-01-07T00:00,2006-01-07T01:00,1,t,0
BES,2006-01-07T01:00,2006-01-07T02:00,1,t,0
BES,2006-01-07T02:00,2006-01-07T03:00,1,t,0
BES,2006-01-07T03:00,2006-01-07T04:00,1,t,0
BES,2006-01-07T04:00,2006-01-07T05:00,1,t,0
BES,2006-01-07T00:00,2006-01-07T01:00,1,l,0
BES,2006-01-07T01:00,2006-01-07T02:00,1,l,0
BES,2006-01-07T02:00,2006-01-07T03:00,1,l,0
BES,2006-01-07T03:00,2006-01-07T04:00,1,l,0
BES,2006-01-07T04:00,2006-01-07T05:00,1,l,2000
BES,2006-01-07T05:00,2006-01-07T06:00,3,t,0
BES,2006-01-07T06:00,2006-01-07T07:00,3,t,0
BES,2006-01-07T05:00,2006-01-07T06:00,1,l,0
BES,2006-01-07T06:00,2006-01-07T07:00,1,l,0
BES,2006-01-07T07:00,2006-01-07T08:00,1,t,0
BES,2006-01-07T08:00,2006-01-07T09:00,1,t,0
BES,2006-01-07T07:00,2006-01-07T08:00,1,l,0
BES,2006-01-07T08:00,2006-01-07T09:00,1,l,0
BES,2006-01-07T09:00,2006-01-07T10:00,3,t,2000
BES,2006-01-07T10:00,2006-01-07T11:00,3,t,0
BES,2006-01-07T11:00,2006-01-07T12:00,3,t,0
BES,2006-01-07T12:00,2006-01-07T13:00,3,t,0
BES,2006-01-07T13:00,2006-01-07T14:00,3,t,0
BES,2006-01-07T09:00,2006-01-07T10:00,3,l,0
BES,2006-01-07T10:00,2006-01-07T11:00,3,l,0
BES,2006-01-07T11:00,2006-01-07T12:00,3,l,0
BES,2006-01-07T12:00,2006-01-07T13:00,3,l,0
BES,2006-01-07T13:00,2006-01-07T14:00,3,l,3000
BES,2006-01-07T14:00,2006-01-07T15:00,2,t,0
BES,2006-01-07T15:00,2006-01-07T16:00,2,t,0
BES,2006-01-07T16:00,2006-01-07T17:00,2,t,0
BES,2006-01-07T17:00,2006-01-07T18:00,2,t,0
BES,2006-01-07T18:00,2006-01-07T19:00,2,t,2000
BES,2006-01-07T19:00,2006-01-07T20:00,2,t,0
BES,2006-01-07T20:00,2006-01-07T21:00,2,t,0
BES,2006-01-07T21:00,2006-01-07T22:00,2,t,1000
BES,2006-01-07T22:00,2006-01-07T23:00,2,t,0
BES,2006-01-07T23:00,2006-01-08T00:00,2,t,0
BES,2006-01-07T14:00,2006-01-07T15:00,2,l,0
BES,2006-01-07T15:00,2006-01-07T16:00,2,l,3000
BES,2006-01-07T16:00,2006-01-07T17:00,2,l,0
BES,2006-01-07T17:00,2006-01-07T18:00,2,l,0
BES,2006-01-07T18:00,2006-01-07T19:00,2,l,0
BES,2006-01-07T19:00,2006-01-07T20:00,2,l,0
BES,2006-01-07T20:00,2006-01-07T21:00,2,l,0
BES,2006-01-07T21:00,2006-01-07T22:00,2,l,0
BES,2006-01-07T22:00,2006-01-07T23:00,2,l,0
BES,2006-01-07T23:00,2006-01-08T00:00,2,l,0
BIA,2006-01-07T00:00,2006-01-07T01:00,1,t,0
BIA,2006-01-07T01:00,2006-01-07T02:00,1,t,0
BIA,2006-01-07T02:00,2006-01-07T03:00,1,t,2000
BIA,2006-01-07T03:00,2006-01-07T04:00,1,t,0
BIA,2006-01-07T04:00,2006-01-07T05:00,1,t,0
BIA,2006-01-07T05:00,2006-01-07T06:00,1,t,7000
BIA,2006-01-07T06:00,2006-01-07T07:00,1,t,0
BIA,2006-01-07T07:00,2006-01-07T08:00,1,t,0
BIA,2006-01-07T08:00,2006-01-07T09:00,1,t,9000
BIA,2006-01-07T09:00,2006-01-07T10:00,1,t,0
BIA,2006-01-07T10:00,2006-01-07T11:00,1,t,0
BIA,2006-01-07T11:00,2006-01-07T12:00,1,t,0
BIA,2006-01-07T12:00,2006-01-07T13:00,1,t,0
BIA,2006-01-07T13:00,2006-01-07T14:00,1,t,0
BIA,2006-01-07T14:00,2006-01-07T15:00,1,t,0
BIA,2006-01-07T15:00,2006-01-07T16:00,1,t,0
BIA,2006-01-07T16:00,2006-01-07T17:00,1,t,0
BIA,2006-01-07T17:00,2006-01-07T18:00,1,t,0
BIA,2006-01-07T18:00,2006-01-07T19:00,1,t,0
BIA,2006-01-07T19:00,2006-01-07T20:00,1,t,0
BIA,2006-01-07T20:00,2006-01-07T21:00,1,t,0
BIA,2006-01-07T21:00,2006-01-07T22:00,1,t,7000
BIA,2006-01-07T22:00,2006-01-07T23:00,1,t,0
BIA,2006-01-07T23:00,2006-01-08T00:00,1,t,0
BIA,2006-01-07T00:00,2006-01-07T01:00,1,l,0
BIA,2006-01-07T01:00,2006-01-07T02:00,1,l,0
BIA,2006-01-07T02:00,2006-01-07T03:00,1,l,0
BIA,2006-01-07T03:00,2006-01-07T04:00,1,l,9000
BIA,2006-01-07T04:00,2006-01-07T05:00,1,l,0
BIA,2006-01-07T05:00,2006-01-07T06:00,1,l,0
BIA,2006-01-07T06:00,2006-01-07T07:00,1,l,0
BIA,2006-01-07T07:00,2006-01-07T08:00,1,l,0
BIA,2006-01-07T08:00,2006-01-07T09:00,1,l,0
BIA,2006-01-07T09:00,2006-01-07T10:00,1,l,0
BIA,2006-01-07T10:00,2006-01-07T11:00,1,l,0
BIA,2006-01-07T11:00,2006-01-07T12:00,1,l,0
BIA,2006-01-07T12:00,2006-01-07T13:00,1,l,0
BIA,2006-01-07T13:00,2006-01-07T14:00,1,l,0
BIA,2006-01-07T14:00,2006-01-07T15:00,1,l,0
BIA,2006-01-07T15:00,2006-01-07T16:00,1,l,0
BIA,2006-01-07T16:00,2006-01-07T17:00,1,l,0
BIA,2006-01-07T17:00,2006-01-07T18:00,1,l,9000
BIA,2006-01-07T18:00,2006-01-07T19:00,1,l,0
BIA,2006-01-07T19:00,2006-01-07T20:00,1,l,0
BIA,2006-01-07T20:00,2006-01-07T21:00,1,l,0
BIA,2006-01-07T21:00,2006-01-07T22:00,1,l,0
BIA,2006-01-07T22:00,2006-01-07T23:00,1,l,0
BIA,2006-01-07T23:00,2006-01-08T00:00,1,l,7000
BIQ,2006-01-07T00:00,2006-01-07T01:00,1,t,0
BIQ,2006-01-07T01:00,2006-01-07T02:00,1,t,0
BIQ,2006-01-07T02:00,2006-01-07T03:00,1,t,0
BIQ,2006-01-07T03:00,2006-01-07T04:00,1,t,0
BIQ,2006-01-07T04:00,2006-01-07T05:00,1,t,0
BIQ,2006-01-07T00:00,2006-01-07T01:00,1,l,0
BIQ,2006-01-07T01:00,2006-01-07T02:00,1,l,0
BIQ,2006-01-07T02:00,2006-01-07T03:00,1,l,2000
BIQ,2006-01-07T03:00,2006-01-07T04:00,1,l,0
BIQ,2006-01-07T04:00,2006-01-07T05:00,1,l,0
BIQ,2006-01-07T05:00,2006-01-07T06:00,2,t,0
BIQ,2006-01-07T06:00,2006-01-07T07:00,2,t,0
BIQ,2006-01-07T05:00,2006-01-07T06:00,1,l,0
BIQ,2006-01-07T06:00,2006-01-07T07:00,1,l,0
BIQ,2006-01-07T07:00,2006-01-07T08:00,1,t,0
BIQ,2006-01-07T08:00,2006-01-07T09:00,1,t,0
BIQ,2006-01-07T09:00,2006-01-07T10:00,1,t,0
BIQ,2006-01-07T10:00,2006-01-07T11:00,1,t,0
BIQ,2006-01-07T11:00,2006-01-07T12:00,1,t,7000
BIQ,2006-01-07T12:00,2006-01-07T13:00,1,t,0
BIQ,2006-01-07T13:00,2006-01-07T14:00,1,t,4000
BIQ,2006-01-07T14:00,2006-01-07T15:00,1,t,0
BIQ,2006-01-07T15:00,2006-01-07T16:00,1,t,0
BIQ,2006-01-07T16:00,2006-01-07T17:00,1,t,0
BIQ,2006-01-07T17:00,2006-01-07T18:00,1,t,0
BIQ,2006-01-07T18:00,2006-01-07T19:00,1,t,0
BIQ,2006-01-07T19:00,2006-01-07T20:00,1,t,0
BIQ,2006-01-07T07:00,2006-01-07T08:00,1,l,0
BIQ,2006-01-07T08:00,2006-01-07T09:00,1,l,0
BIQ,2006-01-07T09:00,2006-01-07T10:00,1,l,0
BIQ,2006-01-07T10:00,2006-01-07T11:00,1,l,0
BIQ,2006-01-07T11:00,2006-01-07T12:00,1,l,0
BIQ,2006-01-07T12:00,2006-01-07T13:00,1,l,0
BIQ,2006-01-07T13:00,2006-01-07T14:00,1,l,0
BIQ,2006-01-07T14:00,2006-01-07T15:00,1,l,0
BIQ,2006-01-07T15:00,2006-01-07T16:00,1,l,0
BIQ,2006-01-07T16:00,2006-01-07T17:00,1,l,0
BIQ,2006-01-07T17:00,2006-01-07T18:00,1,l,5000
BIQ,2006-01-07T18:00,2006-01-07T19:00,1,l,0
BIQ,2006-01-07T19:00,2006-01-07T20:00,1,l,0
BIQ,2006-01-07T20:00,2006-01-07T21:00,0,t,0
BIQ,2006-01-07T21:00,2006-01-07T22:00,1,t,0
BIQ,2006-01-07T20:00,2006-01-07T21:00,2,l,4000
BIQ,2006-01-07T21:00,2006-01-07T22:00,2,l,0
BIQ,2006-01-07T22:00,2006-01-07T23:00,1,t,0
BIQ,2006-01-07T23:00,2006-01-08T00:00,1,t,0
BIQ,2006-01-07T22:00,2006-01-07T23:00,1,l,0
BIQ,2006-01-07T23:00,2006-01-08T00:00,1,l,0
BOD,2006-01-07T00:00,2006-01-07T01:00,1,t,0
BOD,2006-01-07T01:00,2006-01-07T02:00,1,t,9000
BOD,2006-01-07T02:00,2006-01-07T03:00,1,t,0
BOD,2006-01-07T03:00,2006-01-07T04:00,1,t,0
BOD,2006-01-07T04:00,2006-01-07T05:00,1,t,0
BOD,2006-01-07T00:00,2006-01-07T01:00,1,l,0
BOD,2006-01-07T01:00,2006-01-07T02:00,1,l,0
BOD,2006-01-07T02:00,2006-01-07T03:00,1,l,0
BOD,2006-01-07T03:00,2006-01-07T04:00,1,l,0
BOD,2006-01-07T04:00,2006-01-07T05:00,1,l,0
BOD,2006-01-07T05:00,2006-01-07T06:00,2,t,0
BOD,2006-01-07T06:00,2006-01-07T07:00,2,t,0
BOD,2006-01-07T05:00,2006-01-07T06:00,1,l,0
BOD,2006-01-07T06:00,2006-01-07T07:00,1,l,0
BOD,2006-01-07T07:00,2006-01-07T08:00,2,t,0
BOD,2006-01-07T08:00,2006-01-07T09:00,2,t,3000
BOD,2006-01-07T09:00,2006-01-07T10:00,2,t,0
BOD,2006-01-07T10:00,2006-01-07T11:00,2,t,0
BOD,2006-01-07T11:00,2006-01-07T12:00,2,t,0
BOD,2006-01-07T12:00,2006-01-07T13:00,2,t,0
BOD,2006-01-07T13:00,2006-01-07T14:00,2,t,0
BOD,2006-01-07T14:00,2006-01-07T15:00,2,t,0
BOD,2006-01-07T15:00,2006-01-07T16:00,2,t,0
BOD,2006-01-07T16:00,2006-01-07T17:00,2,t,0
BOD,2006-01-07T17:00,2006-01-07T18:00,2,t,0
BOD,2006-01-07T18:00,2006-01-07T19:00,2,t,0
BOD,2006-01-07T19:00,2006-01-07T20:00,1,t,0
BOD,2006-01-07T07:00,2006-01-07T08:00,2,l,0
BOD,2006-01-07T08:00,2006-01-07T09:00,2,l,0
BOD,2006-01-07T09:00,2006-01-07T10:00,2,l,0
BOD,2006-01-07T10:00,2006-01-07T11:00,2,l,0
BOD,2006-01-07T11:00,2006-01-07T12:00,2,l,0
BOD,2006-01-07T12:00,2006-01-07T13:00,2,l,5000
BOD,2006-01-07T13:00,2006-01-07T14:00,2,l,0
BOD,2006-01-07T14:00,2006-01-07T15:00,2,l,0
BOD,2006-01-07T15:00,2006-01-07T16:00,2,l,0
BOD,2006-01-07T16:00,2006-01-07T17:00,2,l,0
BOD,2006-01-07T17:00,2006-01-07T18:00,2,l,0
BOD,2006-01-07T18:00,2006-01-07T19:00,1,l,0
BOD,2006-01-07T19:00,2006-01-07T20:00,1,l,0
BOD,2006-01-07T20:00,2006-01-07T21:00,1,t,7000
BOD,2006-01-07T21:00,2006-01-07T22:00,1,t,0
BOD,2006-01-07T20:00,2006-01-07T21:00,2,l,0
BOD,2006-01-07T21:00,2006-01-07T22:00,3,l,2000
BOD,2006-01-07T22:00,2006-01-07T23:00,1,t,0
BOD,2006-01-07T23:00,2006-01-08T00:00,1,t,0
BOD,2006-01-07T22:00,2006-01-07T23:00,1,l,0
BOD,2006-01-07T23:00,2006-01-08T00:00,1,l,0
CDG,2006-01-07T00:00,2006-01-07T01:00,4,t,0
CDG,2006-01-07T01:00,2006-01-07T02:00,4,t,0
CDG,2006-01-07T02:00,2006-01-07T03:00,4,t,0
CDG,2006-01-07T03:00,2006-01-07T04:00,4,t,0
CDG,2006-01-07T04:00,2006-01-07T05:00,4,t,0
CDG,2006-01-07T05:00,2006-01-07T06:00,4,t,0
CDG,2006-01-07T00:00,2006-01-07T01:00,4,l,0
CDG,2006-01-07T01:00,2006-01-07T02:00,4,l,0
CDG,2006-01-07T02:00,2006-01-07T03:00,4,l,8000
CDG,2006-01-07T03:00,2006-01-07T04:00,4,l,0
CDG,2006-01-07T04:00,2006-01-07T05:00,4,l,0
CDG,2006-01-07T05:00,2006-01-07T06:00,4,l,5000
CDG,2006-01-07T06:00,2006-01-07T07:00,8,t,0
CDG,2006-01-07T07:00,2006-01-07T08:00,8,t,0
CDG,2006-01-07T06:00,2006-01-07T07:00,10,l,0
CDG,2006-01-07T07:00,2006-01-07T08:00,10,l,0
CDG,2006-01-07T08:00,2006-01-07T09:00,10,t,0
CDG,2006-01-07T09:00,2006-01-07T10:00,10,t,0
CDG,2006-01-07T10:00,2006-01-07T11:00,10,t,0
CDG,2006-01-07T08:00,2006-01-07T09:00,8,l,0
CDG,2006-01-07T09:00,2006-01-07T10:00,8,l,0
CDG,2006-01-07T10:00,2006-01-07T11:00,8,l,0
CDG,2006-01-07T11:00,2006-01-07T12:00,12,t,0
CDG,2006-01-07T12:00,2006-01-07T13:00,12,t,0
CDG,2006-01-07T11:00,2006-01-07T12:00,14,l,0
CDG,2006-01-07T12:00,2006-01-07T13:00,14,l,0
CDG,2006-01-07T13:00,2006-01-07T14:00,8,t,0
CDG,2006-01-07T14:00,2006-01-07T15:00,8,t,0
CDG,2006-01-07T15:00,2006-01-07T16:00,8,t,0
CDG,2006-01-07T16:00,2006-01-07T17:00,8,t,0
CDG,2006-01-07T13:00,2006-01-07T14:00,8,l,0
CDG,2006-01-07T14:00,2006-01-07T15:00,8,l,0
CDG,2006-01-07T15:00,2006-01-07T16:00,8,l,0
CDG,2006-01-07T16:00,2006-01-07T17:00,8,l,0
CDG,2006-01-07T17:00,2006-01-07T18:00,11,t,0
CDG,2006-01-07T17:00,2006-01-07T18:00,8,l,0
CDG,2006-01-07T18:00,2006-01-07T19:00,8,t,0
CDG,2006-01-07T19:00,2006-01-07T20:00,8,t,0
CDG,2006-01-07T18:00,2006-01-07T19:00,6,l,0
CDG,2006-01-07T19:00,2006-01-07T20:00,6,l,0
CDG,2006-01-07T20:00,2006-01-07T21:00,12,t,0
CDG,2006-01-07T21:00,2006-01-07T22:00,12,t,0
CDG,2006-01-07T20:00,2006-01-07T21:00,10,l,3000
CDG,2006-01-07T21:00,2006-01-07T22:00,7,l,0
CDG,2006-01-07T22:00,2006-01-07T23:00,4,t,0
CDG,2006-01-07T23:00,2006-01-08T00:00,4,t,0
CDG,2006-01-07T22:00,2006-01-07T23:00,4,l,0
CDG,2006-01-07T23:00,2006-01-08T00:00,4,l,3000
CFE,2006-01-07T05:00,2006-01-07T06:00,2,t,0
CFE,2006-01-07T06:00,2006-01-07T07:00,2,t,0
CFE,2006-01-07T05:00,2006-01-07T06:00,1,l,0
CFE,2006-01-07T06:00,2006-01-07T07:00,1,l,0
CFE,2006-01-07T07:00,2006-01-07T08:00,1,t,0
CFE,2006-01-07T08:00,2006-01-07T09:00,1,t,0
CFE,2006-01-07T09:00,2006-01-07T10:00,1,t,0
CFE,2006-01-07T10:00,2006-01-07T11:00,1,t,0
CFE,2006-01-07T11:00,2006-01-07T12:00,1,t,0
CFE,2006-01-07T12:00,2006-01-07T13:00,1,t,0
CFE,2006-01-07T13:00,2006-01-07T14:00,1,t,2000
CFE,2006-01-07T14:00,2006-01-07T15:00,1,t,0
CFE,2006-01-07T07:00,2006-01-07T08:00,1,l,0
CFE,2006-01-07T08:00,2006-01-07T09:00,1,l,0
CFE,2006-01-07T09:00,2006-01-07T10:00,1,l,6000
CFE,2006-01-07T10:00,2006-01-07T11:00,1,l,0
CFE,2006-01-07T11:00,2006-01-07T12:00,1,l,0
CFE,2006-01-07T12:00,2006-01-07T13:00,1,l,0
CFE,2006-01-07T13:00,2006-01-07T14:00,1,l,3000
CFE,2006-01-07T14:00,2006-01-07T15:00,1,l,0
CFE,2006-01-07T15:00,2006-01-07T16:00,2,t,0
CFE,2006-01-07T16:00,2006-01-07T17:00,2,t,0
CFE,2006-01-07T17:00,2006-01-07T18:00,2,t,0
CFE,2006-01-07T15:00,2006-01-07T16:00,2,l,0
CFE,2006-01-07T16:00,2006-01-07T17:00,2,l,0
CFE,2006-01-07T17:00,2006-01-07T18:00,2,l,0
CFE,2006-01-07T18:00,2006-01-07T19:00,1,t,0
CFE,2006-01-07T19:00,2006-01-07T20:00,1,t,0
CFE,2006-01-07T20:00,2006-01-07T21:00,1,t,0
CFE,2006-01-07T21:00,2006-01-07T22:00,1,t,7000
CFE,2006-01-07T22:00,2006-01-07T23:00,1,t,0
CFE,2006-01-07T23:00,2006-01-08T00:00,1,t,0
CFE,2006-01-07T18:00,2006-01-07T19:00,1,l,0
CFE,2006-01-07T19:00,2006-01-07T20:00,1,l,0
CFE,2006-01-07T20:00,2006-01-07T21:00,2,l,0
CFE,2006-01-07T21:00,2006-01-07T22:00,1,l,0
CFE,2006-01-07T22:00,2006-01-07T23:00,1,l,0
CFE,2006-01-07T23:00,2006-01-08T00:00,1,l,0
CFR,2006-01-07T05:00,2006-01-07T06:00,1,t,0
CFR,2006-01-07T06:00,2006-01-07T07:00,1,t,0
CFR,2006-01-07T07:00,2006-01-07T08:00,1,t,0
CFR,2006-01-07T08:00,2006-01-07T09:00,1,t,0
CFR,2006-01-07T09:00,2006-01-07T10:00,1,t,0
CFR,2006-01-07T10:00,2006-01-07T11:00,1,t,0
CFR,2006-01-07T11:00,2006-01-07T12:00,1,t,0
CFR,2006-01-07T12:00,2006-01-07T13:00,1,t,0
CFR,2006-01-07T13:00,2006-01-07T14:00,1,t,0
CFR,2006-01-07T14:00,2006-01-07T15:00,1,t,0
CFR,2006-01-07T15:00,2006-01-07T16:00,1,t,0
CFR,2006-01-07T16:00,2006-01-07T17:00,1,t,0
CFR,2006-01-07T17:00,2006-01-07T18:00,1,t,0
CFR,2006-01-07T18:00,2006-01-07T19:00,1,t,0
CFR,2006-01-07T19:00,2006-01-07T20:00,1,t,8000
CFR,2006-01-07T20:00,2006-01-07T21:00,1,t,7000
CFR,2006-01-07T05:00,2006-01-07T06:00,1,l,9000
CFR,2006-01-07T06:00,2006-01-07T07:00,1,l,0
CFR,2006-01-07T07:00,2006-01-07T08:00,1,l,0
CFR,2006-01-07T08:00,2006-01-07T09:00,1,l,0
CFR,2006-01-07T09:00,2006-01-07T10:00,1,l,0
CFR,2006-01-07T10:00,2006-01-07T11:00,1,l,0
CFR,2006-01-07T11:00,2006-01-07T12:00,1,l,0
CFR,2006-01-07T12:00,2006-01-07T13:00,1,l,0
CFR,2006-01-07T13:00,2006-01-07T14:00,1,l,0
CFR,2006-01-07T14:00,2006-01-07T15:00,1,l,0
CFR,2006-01-07T15:00,2006-01-07T16:00,1,l,0
CFR,2006-01-07T16:00,2006-01-07T17:00,1,l,0
CFR,2006-01-07T17:00,2006-01-07T18:00,1,l,0
CFR,2006-01-07T18:00,2006-01-07T19:00,1,l,0
CFR,2006-01-07T19:00,2006-01-07T20:00,1,l,0
CFR,2006-01-07T20:00,2006-01-07T21:00,1,l,0
CLY,2006-01-07T05:00,2006-01-07T06:00,1,t,5000
CLY,2006-01-07T06:00,2006-01-07T07:00,1,t,0
CLY,2006-01-07T07:00,2006-01-07T08:00,1,t,0
CLY,2006-01-07T08:00,2006-01-07T09:00,1,t,0
CLY,2006-01-07T09:00,2006-01-07T10:00,1,t,0
CLY,2006-01-07T10:00,2006-01-07T11:00,1,t,0
