id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
OKPFEXJE,CFE,FO,CFE,CFE,0,1200,0,0,0,23,53,ERJ
REJYDCHV,CFE,CSD,CFE,CFE,0,1200,0,0,0,26,51,ERJ
LVHPZLCC,CFE,ST,CFE,CFE,0,1200,0,0,0,20,55,ERJ
HJIQAKKX,CFE,ST,CFE,CFE,0,1200,0,0,0,25,57,ERJ
TVZNBSVB,CFE,CP,CFE,CFE,0,1200,0,0,0,20,57,Airbus
ONBBRYZT,CFE,FO,CFE,CFE,0,1200,0,0,0,20,54,Airbus
VJZSYBNN,CFE,CS,CFE,CFE,0,1200,0,0,0,28,46,Airbus
DOJRYMZE,CFE,CS,CFE,CFE,0,1200,0,0,0,20,46,Airbus
CVEVMWWE,CFE,ST,CFE,CFE,0,1200,0,0,0,25,40,Airbus
POXEBRSZ,CFE,ST,CFE,CFE,0,1200,0,0,0,23,41,Airbus
YXERTLRV,CFE,ST,CFE,CFE,0,1200,0,0,0,20,51,Airbus
FGENJRIL,CFE,ST,CFE,CFE,0,1200,0,0,0,22,51,Airbus
MQBDCXPX,CFE,ST,CFE,CFE,0,1200,0,0,0,25,42,Airbus
UZMFLCNF,CFE,ST,CFE,CFE,0,1200,0,0,0,24,47,Airbus
HBIKAWPW,PUF,CP,PUF,PUF,0,1200,0,0,0,27,56,Airbus
LHLCOBRM,PUF,FO,PUF,PUF,0,1200,0,0,0,28,48,Airbus
DEBHOMIH,PUF,CS,PUF,PUF,0,1200,0,0,0,20,57,Airbus
VGDLTSPG,PUF,CS,PUF,PUF,0,1200,0,0,0,27,58,Airbus
CUZWFDFC,PUF,ST,PUF,PUF,0,1200,0,0,0,23,43,Airbus
GKLFKTDT,PUF,ST,PUF,PUF,0,1200,0,0,0,25,43,Airbus
ZUUBPUCN,PUF,ST,PUF,PUF,0,1200,0,0,0,29,55,Airbus
MHTCLAJD,PUF,ST,PUF,PUF,0,1200,0,0,0,25,57,Airbus
XODSJPHI,PUF,ST,PUF,PUF,0,1200,0,0,0,22,57,Airbus
HKXJALMN,PUF,ST,PUF,PUF,0,1200,0,0,0,29,49,Airbus
HTMDJVLK,MPL,CP,MPL,MPL,0,1200,0,0,0,25,45,Airbus
YWIXIAVW,MPL,FO,MPL,MPL,0,1200,0,0,0,25,55,Airbus
ZKPRRYJU,MPL,CS,MPL,MPL,0,1200,0,0,0,28,41,Airbus
WYLSNMUB,MPL,CS,MPL,MPL,0,1200,0,0,0,22,51,Airbus
UTZTHRVR,MPL,ST,MPL,MPL,0,1200,0,0,0,29,41,Airbus
YZZKVWSV,MPL,ST,MPL,MPL,0,1200,0,0,0,28,48,Airbus
EZPXDNBI,MPL,ST,MPL,MPL,0,1200,0,0,0,22,50,Airbus
RZDASWOP,MPL,ST,MPL,MPL,0,1200,0,0,0,28,54,Airbus
DTTOGLZO,MPL,ST,MPL,MPL,0,1200,0,0,0,25,57,Airbus
KFXQFERH,MPL,ST,MPL,MPL,0,1200,0,0,0,28,42,Airbus
QLKAUUIK,TLS,CP,TLS,TLS,0,1200,0,0,0,20,51,Airbus
DNNAIXYI,TLS,FO,TLS,TLS,0,1200,0,0,0,24,44,Airbus
IJMSXNGU,TLS,CS,TLS,TLS,0,1200,0,0,0,23,47,Airbus
EWNWNPVN,TLS,CS,TLS,TLS,0,1200,0,0,0,27,43,Airbus
EQEKKVRY,TLS,ST,TLS,TLS,0,1200,0,0,0,23,59,Airbus
VMONRMEN,TLS,ST,TLS,TLS,0,1200,0,0,0,24,41,Airbus
PHDETAUR,TLS,ST,TLS,TLS,0,1200,0,0,0,28,58,Airbus
HCJLLHRI,TLS,ST,TLS,TLS,0,1200,0,0,0,20,52,Airbus
JCACJDRD,TLS,ST,TLS,TLS,0,1200,0,0,0,23,59,Airbus
FQAHTXAQ,TLS,ST,TLS,TLS,0,1200,0,0,0,23,59,Airbus
RVTLLCUG,NCE,CP,NCE,NCE,0,1200,0,0,0,26,47,Airbus
DEQKKXGQ,NCE,FO,NCE,NCE,0,1200,0,0,0,24,41,Airbus
HBIPWAUD,NCE,CS,NCE,NCE,0,1200,0,0,0,27,41,Airbus
XMXJBUHK,NCE,CS,NCE,NCE,0,1200,0,0,0,27,45,Airbus
ZMZUVUTW,NCE,ST,NCE,NCE,0,1200,0,0,0,23,47,Airbus
FTVOURYJ,NCE,ST,NCE,NCE,0,1200,0,0,0,24,51,Airbus
QIUDJMYK,NCE,ST,NCE,NCE,0,1200,0,0,0,27,44,Airbus
GHLOBKNG,NCE,ST,NCE,NCE,0,1200,0,0,0,28,59,Airbus
JZQHBKKW,NCE,ST,NCE,NCE,0,1200,0,0,0,26,41,Airbus
VVHXTHMI,NCE,ST,NCE,NCE,0,1200,0,0,0,21,44,Airbus
YCYIQMFE,RDZ,CP,RDZ,RDZ,0,1200,0,0,0,24,55,BAE
ACTDTITU,RDZ,FO,RDZ,RDZ,0,1200,0,0,0,22,40,BAE
BLPAMTGY,RDZ,CS,RDZ,RDZ,0,1200,0,0,0,28,48,BAE
HQDJYOTY,RDZ,ST,RDZ,RDZ,0,1200,0,0,0,28,57,BAE
SNDWSRNO,RDZ,ST,RDZ,RDZ,0,1200,0,0,0,27,55,BAE
NSHMEFLH,NCE,CP,NCE,NCE,0,1200,0,0,0,28,47,ERJ
FTMAFNLT,NCE,FO,NCE,NCE,0,1200,0,0,0,23,40,ERJ
HGQDTHBM,NCE,CSD,NCE,NCE,0,1200,0,0,0,20,56,ERJ
YOWDWNEL,NCE,ST,NCE,NCE,0,1200,0,0,0,27,59,ERJ
ODTDSIOT,NCE,ST,NCE,NCE,0,1200,0,0,0,23,56,ERJ
PXOBCZAA,TLN,CP,TLN,TLN,0,1200,0,0,0,22,48,Airbus
OAGXRARV,TLN,FO,TLN,TLN,0,1200,0,0,0,20,46,Airbus
YOCRVQUK,TLN,CS,TLN,TLN,0,1200,0,0,0,21,50,Airbus
JRMDLQCZ,TLN,CS,TLN,TLN,0,1200,0,0,0,22,53,Airbus
ESVVEDJR,TLN,ST,TLN,TLN,0,1200,0,0,0,25,41,Airbus
IVKXYFKA,TLN,ST,TLN,TLN,0,1200,0,0,0,26,41,Airbus
GWNDDBFF,TLN,ST,TLN,TLN,0,1200,0,0,0,26,58,Airbus
BBMUOSUH,TLN,ST,TLN,TLN,0,1200,0,0,0,28,57,Airbus
ATKOJTXP,TLN,ST,TLN,TLN,0,1200,0,0,0,20,41,Airbus
HIVOKCIK,TLN,ST,TLN,TLN,0,1200,0,0,0,23,43,Airbus
ORQHMEJZ,LIL,CP,LIL,LIL,0,1200,0,0,0,24,40,Airbus
EQVOCDPW,LIL,FO,LIL,LIL,0,1200,0,0,0,22,43,Airbus
NHQZPBJC,LIL,CS,LIL,LIL,0,1200,0,0,0,27,46,Airbus
TZITNLPI,LIL,CS,LIL,LIL,0,1200,0,0,0,23,52,Airbus
MVZSFPSE,LIL,ST,LIL,LIL,0,1200,0,0,0,28,55,Airbus
IKTHENBS,LIL,ST,LIL,LIL,0,1200,0,0,0,20,40,Airbus
JMQKJWCL,LIL,ST,LIL,LIL,0,1200,0,0,0,22,54,Airbus
UOQKXAXE,LIL,ST,LIL,LIL,0,1200,0,0,0,25,49,Airbus
TCICOOCD,LIL,ST,LIL,LIL,0,1200,0,0,0,20,58,Airbus
BNEXOJWT,LIL,ST,LIL,LIL,0,1200,0,0,0,22,43,Airbus
ENCOOCRZ,NTE,CP,NTE,NTE,0,1200,0,0,0,24,40,Airbus
DSLTUCQJ,NTE,FO,NTE,NTE,0,1200,0,0,0,24,54,Airbus
WDYVLIOX,NTE,CS,NTE,NTE,0,1200,0,0,0,20,56,Airbus
BJHZIJNS,NTE,CS,NTE,NTE,0,1200,0,0,0,22,40,Airbus
STBVSTIZ,NTE,ST,NTE,NTE,0,1200,0,0,0,24,52,Airbus
QQAQJORB,NTE,ST,NTE,NTE,0,1200,0,0,0,20,40,Airbus
LLYBUOGB,NTE,ST,NTE,NTE,0,1200,0,0,0,23,40,Airbus
IHHVUBEG,NTE,ST,NTE,NTE,0,1200,0,0,0,23,53,Airbus
SOAMDPCG,NTE,ST,NTE,NTE,0,1200,0,0,0,29,50,Airbus
IHGOTETO,NTE,ST,NTE,NTE,0,1200,0,0,0,25,52,Airbus
FZVPFGDR,UIP,CP,UIP,UIP,0,1200,0,0,0,27,59,BAE
OTGLTTJU,UIP,FO,UIP,UIP,0,1200,0,0,0,27,50,BAE
LPWYMHAZ,UIP,CS,UIP,UIP,0,1200,0,0,0,29,54,BAE
NEQOIBKP,UIP,ST,UIP,UIP,0,1200,0,0,0,26,43,BAE
KRSGBQFO,UIP,ST,UIP,UIP,0,1200,0,0,0,26,55,BAE
KSNUJVVD,NCE,CP,NCE,NCE,0,1200,0,0,0,25,57,CRJ
MQRULCXF,NCE,FO,NCE,NCE,0,1200,0,0,0,29,46,CRJ
MBJGWOLI,NCE,CSD,NCE,NCE,0,1200,0,0,0,28,55,CRJ
GNUZTTCM,NCE,ST,NCE,NCE,0,1200,0,0,0,23,57,CRJ
SAHUEJUB,NCE,ST,NCE,NCE,0,1200,0,0,0,25,54,CRJ
YHFIYHGJ,NCE,ST,NCE,NCE,0,1200,0,0,0,29,48,CRJ
ZJCNPRUV,ORY,CP,ORY,ORY,0,1200,0,0,0,29,40,Airbus
JVQNQQPF,ORY,FO,ORY,ORY,0,1200,0,0,0,28,46,Airbus
MZDSLZDF,ORY,CS,ORY,ORY,0,1200,0,0,0,21,51,Airbus
UDOCETNJ,ORY,CS,ORY,ORY,0,1200,0,0,0,21,57,Airbus
FKMEMRYB,ORY,ST,ORY,ORY,0,1200,0,0,0,29,40,Airbus
MUVYDXNZ,ORY,ST,ORY,ORY,0,1200,0,0,0,28,46,Airbus
ERGGPRXQ,ORY,ST,ORY,ORY,0,1200,0,0,0,29,49,Airbus
POGTHWRT,ORY,ST,ORY,ORY,0,1200,0,0,0,24,53,Airbus
WVJVJGCA,ORY,ST,ORY,ORY,0,1200,0,0,0,28,59,Airbus
BJAAVVJF,ORY,ST,ORY,ORY,0,1200,0,0,0,28,59,Airbus
GDMGHISQ,TLS,CP,TLS,TLS,0,1200,0,0,0,29,46,Airbus
PEJOSIFT,TLS,FO,TLS,TLS,0,1200,0,0,0,28,46,Airbus
CWCWQQQQ,TLS,CS,TLS,TLS,0,1200,0,0,0,24,51,Airbus
WNDJDKGS,TLS,CS,TLS,TLS,0,1200,0,0,0,22,40,Airbus
CONNSBEE,TLS,ST,TLS,TLS,0,1200,0,0,0,28,49,Airbus
XHXPXNUK,TLS,ST,TLS,TLS,0,1200,0,0,0,24,53,Airbus
GDOLAQIZ,TLS,ST,TLS,TLS,0,1200,0,0,0,26,52,Airbus
IUOWLBGU,TLS,ST,TLS,TLS,0,1200,0,0,0,25,50,Airbus
XXYQCYMG,TLS,ST,TLS,TLS,0,1200,0,0,0,25,48,Airbus
OAYEKFAT,TLS,ST,TLS,TLS,0,1200,0,0,0,22,49,Airbus
YJLFUOXO,LYS,CP,LYS,LYS,0,1200,0,0,0,29,59,Airbus
WSLSMIOF,LYS,FO,LYS,LYS,0,1200,0,0,0,26,45,Airbus
JMVQTOUC,LYS,CS,LYS,LYS,0,1200,0,0,0,22,58,Airbus
UBRAQEPM,LYS,CS,LYS,LYS,0,1200,0,0,0,24,41,Airbus
JNECXOKC,LYS,ST,LYS,LYS,0,1200,0,0,0,29,40,Airbus
TQBIGSEF,LYS,ST,LYS,LYS,0,1200,0,0,0,25,54,Airbus
CNQXQZDW,LYS,ST,LYS,LYS,0,1200,0,0,0,26,45,Airbus
DNNISDQL,LYS,ST,LYS,LYS,0,1200,0,0,0,25,59,Airbus
LRAEPWLB,LYS,ST,LYS,LYS,0,1200,0,0,0,25,50,Airbus
GJXWZAZI,LYS,ST,LYS,LYS,0,1200,0,0,0,23,59,Airbus
DHBFURXB,BIQ,CP,BIQ,BIQ,0,1200,0,0,0,21,54,CRJ
JBFIVEAB,BIQ,FO,BIQ,BIQ,0,1200,0,0,0,20,40,CRJ
CNYGGXWH,BIQ,CSD,BIQ,BIQ,0,1200,0,0,0,20,46,CRJ
INAFIJWG,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,20,53,CRJ
PRJIJBTD,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,29,58,CRJ
WOALOLVT,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,24,42,CRJ
MRIZTKUC,BOD,CP,BOD,BOD,0,1200,0,0,0,29,49,CRJ
DVUZTOAK,BOD,FO,BOD,BOD,0,1200,0,0,0,20,58,CRJ
ZYUWMRSY,BOD,CSD,BOD,BOD,0,1200,0,0,0,26,46,CRJ
NQBIKZNM,BOD,ST,BOD,BOD,0,1200,0,0,0,25,59,CRJ
EJETGNCO,BOD,ST,BOD,BOD,0,1200,0,0,0,27,42,CRJ
WJNHXWJH,BOD,ST,BOD,BOD,0,1200,0,0,0,28,49,CRJ
BEYAXRZE,SXB,CP,SXB,SXB,0,1200,0,0,0,22,56,Fokker
SQZZNNPN,SXB,FO,SXB,SXB,0,1200,0,0,0,27,45,Fokker
DOYANPQK,SXB,CSD,SXB,SXB,0,1200,0,0,0,23,47,Fokker
NITZPIHL,SXB,ST,SXB,SXB,0,1200,0,0,0,27,46,Fokker
RKJXSJAO,SXB,ST,SXB,SXB,0,1200,0,0,0,21,49,Fokker
HMWCVEFL,SXB,ST,SXB,SXB,0,1200,0,0,0,26,48,Fokker
DXBIJTCC,MPL,CP,MPL,MPL,0,1200,0,0,0,29,42,Airbus
GHUSBRBD,MPL,FO,MPL,MPL,0,1200,0,0,0,25,49,Airbus
CHONSFHT,MPL,CS,MPL,MPL,0,1200,0,0,0,21,47,Airbus
OWJYGPAK,MPL,CS,MPL,MPL,0,1200,0,0,0,27,49,Airbus
RJZNAKRU,MPL,ST,MPL,MPL,0,1200,0,0,0,29,42,Airbus
YXCKTAVZ,MPL,ST,MPL,MPL,0,1200,0,0,0,28,55,Airbus
IQMTOWTL,MPL,ST,MPL,MPL,0,1200,0,0,0,22,55,Airbus
AZQMTYWP,MPL,ST,MPL,MPL,0,1200,0,0,0,29,41,Airbus
JGNKLHAU,MPL,ST,MPL,MPL,0,1200,0,0,0,24,53,Airbus
FETTMHPP,MPL,ST,MPL,MPL,0,1200,0,0,0,21,47,Airbus
TEJYTTLU,AJA,CP,AJA,AJA,0,1200,0,0,0,24,48,Airbus
ILWBDUOX,AJA,FO,AJA,AJA,0,1200,0,0,0,24,42,Airbus
TUNLNZLL,AJA,CS,AJA,AJA,0,1200,0,0,0,21,42,Airbus
CORXRJWP,AJA,CS,AJA,AJA,0,1200,0,0,0,24,52,Airbus
OBRXMAQL,AJA,ST,AJA,AJA,0,1200,0,0,0,21,51,Airbus
SQAKYNAY,AJA,ST,AJA,AJA,0,1200,0,0,0,22,40,Airbus
TIRQMRNE,AJA,ST,AJA,AJA,0,1200,0,0,0,23,58,Airbus
TEDBRWAN,AJA,ST,AJA,AJA,0,1200,0,0,0,29,50,Airbus
FANWYFNQ,AJA,ST,AJA,AJA,0,1200,0,0,0,27,57,Airbus
PUCWRDKP,AJA,ST,AJA,AJA,0,1200,0,0,0,29,51,Airbus
BNHNEVNL,BIA,CP,BIA,BIA,0,1200,0,0,0,21,43,Airbus
VRNKHXCA,BIA,FO,BIA,BIA,0,1200,0,0,0,20,57,Airbus
MWFSOPGB,BIA,CS,BIA,BIA,0,1200,0,0,0,22,59,Airbus
DVVRLMPD,BIA,CS,BIA,BIA,0,1200,0,0,0,25,45,Airbus
ZSKBCPZS,BIA,ST,BIA,BIA,0,1200,0,0,0,23,42,Airbus
NLDEIXYH,BIA,ST,BIA,BIA,0,1200,0,0,0,25,44,Airbus
GANCUWKQ,BIA,ST,BIA,BIA,0,1200,0,0,0,23,51,Airbus
HSUGTSNH,BIA,ST,BIA,BIA,0,1200,0,0,0,23,55,Airbus
QDIYGFAV,BIA,ST,BIA,BIA,0,1200,0,0,0,26,40,Airbus
FMMVVOQF,BIA,ST,BIA,BIA,0,1200,0,0,0,28,52,Airbus
YVEODCLZ,SXB,CP,SXB,SXB,0,1200,0,0,0,22,54,BAE
ZQAOVJPA,SXB,FO,SXB,SXB,0,1200,0,0,0,20,57,BAE
JWEHMXKF,SXB,CS,SXB,SXB,0,1200,0,0,0,25,43,BAE
XCXVKYIR,SXB,ST,SXB,SXB,0,1200,0,0,0,26,48,BAE
NSFMQJFK,SXB,ST,SXB,SXB,0,1200,0,0,0,20,55,BAE
OGMDLKMB,ORY,CP,ORY,ORY,0,1200,0,0,0,21,58,Airbus
DFSTWDKL,ORY,FO,ORY,ORY,0,1200,0,0,0,21,50,Airbus
LOXZCSSH,ORY,CS,ORY,ORY,0,1200,0,0,0,24,54,Airbus
HPVKUDJN,ORY,CS,ORY,ORY,0,1200,0,0,0,26,49,Airbus
QABCVGIC,ORY,ST,ORY,ORY,0,1200,0,0,0,27,50,Airbus
ILESTUPF,ORY,ST,ORY,ORY,0,1200,0,0,0,21,41,Airbus
RKMRBOPJ,ORY,ST,ORY,ORY,0,1200,0,0,0,26,44,Airbus
SZTXKQEU,ORY,ST,ORY,ORY,0,1200,0,0,0,27,46,Airbus
