id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
JPCCHWWZ,RNS,ST,RNS,RNS,0,1200,0,0,0,29,47,Fokker
TMAJKVVL,RNS,ST,RNS,RNS,0,1200,0,0,0,22,50,Fokker
XGSHAUIR,MRS,CP,MRS,MRS,0,1200,0,0,0,29,41,Airbus
SBREMTCY,MRS,FO,MRS,MRS,0,1200,0,0,0,22,43,Airbus
CYIVNQTJ,MRS,CSD,MRS,MRS,0,1200,0,0,0,24,54,Airbus
YBKVTEQL,MRS,CSD,MRS,MRS,0,1200,0,0,0,20,49,Airbus
KOQYXRRC,MRS,ST,MRS,MRS,0,1200,0,0,0,24,52,Airbus
AOVHWYQF,MRS,ST,MRS,MRS,0,1200,0,0,0,24,51,Airbus
JPGIADZM,MRS,ST,MRS,MRS,0,1200,0,0,0,25,56,Airbus
JXGLQBCB,MRS,ST,MRS,MRS,0,1200,0,0,0,21,55,Airbus
XYDOCXZE,MRS,ST,MRS,MRS,0,1200,0,0,0,25,48,Airbus
AGTLZMGN,MRS,ST,MRS,MRS,0,1200,0,0,0,20,47,Airbus
CJUQNQKK,BES,CP,BES,BES,0,1200,0,0,0,25,44,Airbus
HPPHCOFB,BES,FO,BES,BES,0,1200,0,0,0,23,45,Airbus
YCHBVZAY,BES,CSD,BES,BES,0,1200,0,0,0,29,53,Airbus
IDWOHBAR,BES,CSD,BES,BES,0,1200,0,0,0,27,48,Airbus
ZWCESBGJ,BES,ST,BES,BES,0,1200,0,0,0,23,59,Airbus
QXTVPSVP,BES,ST,BES,BES,0,1200,0,0,0,23,53,Airbus
KRUCDNTS,BES,ST,BES,BES,0,1200,0,0,0,26,44,Airbus
XJINCMGQ,BES,ST,BES,BES,0,1200,0,0,0,23,51,Airbus
LWMVHLOF,BES,ST,BES,BES,0,1200,0,0,0,26,47,Airbus
LDDLKDON,BES,ST,BES,BES,0,1200,0,0,0,21,59,Airbus
SHOUMBIG,NTE,CP,NTE,NTE,0,1200,0,0,0,22,54,Airbus
HXSHXZIO,NTE,FO,NTE,NTE,0,1200,0,0,0,21,59,Airbus
DYPYXXSN,NTE,CSD,NTE,NTE,0,1200,0,0,0,25,55,Airbus
ICUQSVEB,NTE,CSD,NTE,NTE,0,1200,0,0,0,29,42,Airbus
MGGSUNMV,NTE,ST,NTE,NTE,0,1200,0,0,0,23,52,Airbus
ZVEPVIFX,NTE,ST,NTE,NTE,0,1200,0,0,0,29,59,Airbus
TSGQVVYS,NTE,ST,NTE,NTE,0,1200,0,0,0,24,58,Airbus
FCKTZRYS,NTE,ST,NTE,NTE,0,1200,0,0,0,27,59,Airbus
XHEQCEWP,NTE,ST,NTE,NTE,0,1200,0,0,0,24,41,Airbus
ZENPGMSD,NTE,ST,NTE,NTE,0,1200,0,0,0,21,45,Airbus
CREIQSLP,LIG,CP,LIG,LIG,0,1200,0,0,0,23,56,Airbus
GAIJDYAR,LIG,FO,LIG,LIG,0,1200,0,0,0,21,48,Airbus
AEDGTYQZ,LIG,CSD,LIG,LIG,0,1200,0,0,0,21,53,Airbus
AGYGROOX,LIG,CSD,LIG,LIG,0,1200,0,0,0,25,42,Airbus
KRSFLNJX,LIG,ST,LIG,LIG,0,1200,0,0,0,22,45,Airbus
LNCTVULF,LIG,ST,LIG,LIG,0,1200,0,0,0,21,44,Airbus
LDTFXTOF,LIG,ST,LIG,LIG,0,1200,0,0,0,29,40,Airbus
RNVNEUIM,LIG,ST,LIG,LIG,0,1200,0,0,0,28,41,Airbus
LRWKIMJU,LIG,ST,LIG,LIG,0,1200,0,0,0,29,40,Airbus
XPFQVMRY,LIG,ST,LIG,LIG,0,1200,0,0,0,21,52,Airbus
XAWFBILU,CFE,CP,CFE,CFE,0,1200,0,0,0,28,41,ERJ
JMCQQSOO,CFE,FO,CFE,CFE,0,1200,0,0,0,27,42,ERJ
JLFZRGTQ,CFE,CSD,CFE,CFE,0,1200,0,0,0,20,56,ERJ
TZIKBBRW,CFE,ST,CFE,CFE,0,1200,0,0,0,29,54,ERJ
UMVUGTVF,CFE,ST,CFE,CFE,0,1200,0,0,0,27,42,ERJ
KAESYDNG,CFE,ST,CFE,CFE,0,1200,0,0,0,27,42,ERJ
ISKONEVN,CFE,CP,CFE,CFE,0,1200,0,0,0,20,45,Airbus
XVDQGRCI,CFE,FO,CFE,CFE,0,1200,0,0,0,22,47,Airbus
ZVBUWCKI,CFE,CSD,CFE,CFE,0,1200,0,0,0,29,49,Airbus
PXJSKXJY,CFE,CSD,CFE,CFE,0,1200,0,0,0,28,51,Airbus
TGXDJIHJ,CFE,ST,CFE,CFE,0,1200,0,0,0,26,44,Airbus
QBDLYJEX,CFE,ST,CFE,CFE,0,1200,0,0,0,22,56,Airbus
SPDABLNP,CFE,ST,CFE,CFE,0,1200,0,0,0,20,58,Airbus
OXJUNHOS,CFE,ST,CFE,CFE,0,1200,0,0,0,28,42,Airbus
WXRXPIXI,CFE,ST,CFE,CFE,0,1200,0,0,0,21,51,Airbus
FQJHVQIB,CFE,ST,CFE,CFE,0,1200,0,0,0,21,50,Airbus
UUQYWKFS,PUF,CP,PUF,PUF,0,1200,0,0,0,23,45,Airbus
HOOYVVUL,PUF,FO,PUF,PUF,0,1200,0,0,0,26,59,Airbus
EREUVVNM,PUF,CSD,PUF,PUF,0,1200,0,0,0,27,43,Airbus
ACTLTAQV,PUF,CSD,PUF,PUF,0,1200,0,0,0,26,40,Airbus
OFDHQGUB,PUF,ST,PUF,PUF,0,1200,0,0,0,21,40,Airbus
IXENWBMC,PUF,ST,PUF,PUF,0,1200,0,0,0,28,59,Airbus
EKRPQDIJ,PUF,ST,PUF,PUF,0,1200,0,0,0,27,58,Airbus
JSOTAQJT,PUF,ST,PUF,PUF,0,1200,0,0,0,23,49,Airbus
ELSVALJC,PUF,ST,PUF,PUF,0,1200,0,0,0,26,46,Airbus
TDCEAXFF,PUF,ST,PUF,PUF,0,1200,0,0,0,21,57,Airbus
QCQUHGQP,MPL,CP,MPL,MPL,0,1200,0,0,0,29,45,Airbus
FZQQSBBE,MPL,FO,MPL,MPL,0,1200,0,0,0,25,52,Airbus
DBPQRXDU,MPL,CSD,MPL,MPL,0,1200,0,0,0,22,46,Airbus
MEHUGXET,MPL,CSD,MPL,MPL,0,1200,0,0,0,22,44,Airbus
HZVIHZGT,MPL,ST,MPL,MPL,0,1200,0,0,0,29,47,Airbus
BKHRBEMN,MPL,ST,MPL,MPL,0,1200,0,0,0,28,40,Airbus
RLTURINP,MPL,ST,MPL,MPL,0,1200,0,0,0,28,58,Airbus
OZQZPKLZ,MPL,ST,MPL,MPL,0,1200,0,0,0,21,55,Airbus
QCPPPFXT,MPL,ST,MPL,MPL,0,1200,0,0,0,21,46,Airbus
UEEQYAHO,MPL,ST,MPL,MPL,0,1200,0,0,0,21,53,Airbus
JVXPUCGO,TLS,CP,TLS,TLS,0,1200,0,0,0,23,42,Airbus
QUXRHNWZ,TLS,FO,TLS,TLS,0,1200,0,0,0,29,43,Airbus
EPPALHXO,TLS,CSD,TLS,TLS,0,1200,0,0,0,23,41,Airbus
YUTYDOPZ,TLS,CSD,TLS,TLS,0,1200,0,0,0,22,43,Airbus
HYWNVRLN,TLS,ST,TLS,TLS,0,1200,0,0,0,28,50,Airbus
UUNDWKZC,TLS,ST,TLS,TLS,0,1200,0,0,0,27,52,Airbus
PCHWCBJD,TLS,ST,TLS,TLS,0,1200,0,0,0,20,58,Airbus
XLCBXGGE,TLS,ST,TLS,TLS,0,1200,0,0,0,25,57,Airbus
HISRQARE,TLS,ST,TLS,TLS,0,1200,0,0,0,29,53,Airbus
OXOJIARL,TLS,ST,TLS,TLS,0,1200,0,0,0,22,56,Airbus
AZDMNVIP,NCE,CP,NCE,NCE,0,1200,0,0,0,25,44,Airbus
YJSZHQNA,NCE,FO,NCE,NCE,0,1200,0,0,0,29,58,Airbus
BCFMFUEO,NCE,CSD,NCE,NCE,0,1200,0,0,0,29,58,Airbus
DLJZYAUP,NCE,CSD,NCE,NCE,0,1200,0,0,0,21,43,Airbus
QBLUTJAD,NCE,ST,NCE,NCE,0,1200,0,0,0,27,55,Airbus
PICDDSLE,NCE,ST,NCE,NCE,0,1200,0,0,0,29,41,Airbus
QWEGGLNN,NCE,ST,NCE,NCE,0,1200,0,0,0,27,58,Airbus
HKXIWLKY,NCE,ST,NCE,NCE,0,1200,0,0,0,29,42,Airbus
ANQWZTYW,NCE,ST,NCE,NCE,0,1200,0,0,0,20,56,Airbus
WVMRDXWW,NCE,ST,NCE,NCE,0,1200,0,0,0,23,58,Airbus
FBCNSHVQ,RDZ,CP,RDZ,RDZ,0,1200,0,0,0,23,41,BAE
ZHPGYZFG,RDZ,FO,RDZ,RDZ,0,1200,0,0,0,21,50,BAE
YQTJTQJH,RDZ,CS,RDZ,RDZ,0,1200,0,0,0,25,59,BAE
VDROBKRL,RDZ,ST,RDZ,RDZ,0,1200,0,0,0,27,44,BAE
HHRABVZF,RDZ,ST,RDZ,RDZ,0,1200,0,0,0,29,45,BAE
YGLFDLQD,NCE,CP,NCE,NCE,0,1200,0,0,0,27,45,ERJ
LQCRSTHO,NCE,FO,NCE,NCE,0,1200,0,0,0,23,50,ERJ
GQDLXWVE,NCE,CSD,NCE,NCE,0,1200,0,0,0,26,47,ERJ
XQGXTVAO,NCE,ST,NCE,NCE,0,1200,0,0,0,25,58,ERJ
FTOUJWHJ,NCE,ST,NCE,NCE,0,1200,0,0,0,27,57,ERJ
KQCKGWHK,NCE,ST,NCE,NCE,0,1200,0,0,0,21,51,ERJ
TMCWGOOW,TLN,CP,TLN,TLN,0,1200,0,0,0,28,45,Airbus
MLHFVWTW,TLN,FO,TLN,TLN,0,1200,0,0,0,21,49,Airbus
ZLEKJDBT,TLN,CSD,TLN,TLN,0,1200,0,0,0,22,43,Airbus
KCQKFNHE,TLN,CSD,TLN,TLN,0,1200,0,0,0,26,44,Airbus
LMBCNLYD,TLN,ST,TLN,TLN,0,1200,0,0,0,26,43,Airbus
FMYECZFK,TLN,ST,TLN,TLN,0,1200,0,0,0,20,44,Airbus
JBQOTRIE,TLN,ST,TLN,TLN,0,1200,0,0,0,26,55,Airbus
UHQKJMWM,TLN,ST,TLN,TLN,0,1200,0,0,0,22,42,Airbus
MEMSMEQV,TLN,ST,TLN,TLN,0,1200,0,0,0,29,53,Airbus
PIJWKFWN,TLN,ST,TLN,TLN,0,1200,0,0,0,21,45,Airbus
MXUICHYY,NTE,CP,NTE,NTE,0,1200,0,0,0,21,41,Airbus
GBGDNSRU,NTE,FO,NTE,NTE,0,1200,0,0,0,29,58,Airbus
NJJIGCFY,NTE,CSD,NTE,NTE,0,1200,0,0,0,20,53,Airbus
SNMJUAJG,NTE,CSD,NTE,NTE,0,1200,0,0,0,22,42,Airbus
BQWQENRG,NTE,ST,NTE,NTE,0,1200,0,0,0,24,55,Airbus
TRTDAOMQ,NTE,ST,NTE,NTE,0,1200,0,0,0,21,40,Airbus
DSSUMTUS,NTE,ST,NTE,NTE,0,1200,0,0,0,24,42,Airbus
FIQAUFNV,NTE,ST,NTE,NTE,0,1200,0,0,0,20,56,Airbus
IVJQVYKG,NTE,ST,NTE,NTE,0,1200,0,0,0,20,47,Airbus
MZLKRFQU,NTE,ST,NTE,NTE,0,1200,0,0,0,23,51,Airbus
FRSWTVRL,UIP,CP,UIP,UIP,0,1200,0,0,0,21,42,BAE
DKVKGRSJ,UIP,FO,UIP,UIP,0,1200,0,0,0,22,48,BAE
LDZTBMQY,UIP,CS,UIP,UIP,0,1200,0,0,0,27,57,BAE
EWWLTHHX,UIP,ST,UIP,UIP,0,1200,0,0,0,25,48,BAE
NCPXCBDF,UIP,ST,UIP,UIP,0,1200,0,0,0,28,43,BAE
XARTYEQA,LIL,CP,LIL,LIL,0,1200,0,0,0,23,43,CRJ
UJSOTVVK,LIL,FO,LIL,LIL,0,1200,0,0,0,27,58,CRJ
HNLDUKAT,LIL,CSD,LIL,LIL,0,1200,0,0,0,26,40,CRJ
KHPQWFYR,LIL,ST,LIL,LIL,0,1200,0,0,0,23,43,CRJ
USAGUCBS,LIL,ST,LIL,LIL,0,1200,0,0,0,29,47,CRJ
LBMUENGX,NCE,CP,NCE,NCE,0,1200,0,0,0,26,53,CRJ
JEIUSHSP,NCE,FO,NCE,NCE,0,1200,0,0,0,21,58,CRJ
MDBBFMSS,NCE,CSD,NCE,NCE,0,1200,0,0,0,21,42,CRJ
MANGLCIT,NCE,ST,NCE,NCE,0,1200,0,0,0,27,58,CRJ
IXKQHBSZ,NCE,ST,NCE,NCE,0,1200,0,0,0,24,55,CRJ
EBTMTTIV,ORY,CP,ORY,ORY,0,1200,0,0,0,26,52,Airbus
OKQETDMT,ORY,FO,ORY,ORY,0,1200,0,0,0,27,44,Airbus
DROLQFAB,ORY,CSD,ORY,ORY,0,1200,0,0,0,28,55,Airbus
KITORSMB,ORY,CSD,ORY,ORY,0,1200,0,0,0,26,46,Airbus
WOAWFDEW,ORY,ST,ORY,ORY,0,1200,0,0,0,24,55,Airbus
ZVEZEISW,ORY,ST,ORY,ORY,0,1200,0,0,0,24,53,Airbus
TLMRMZOK,ORY,ST,ORY,ORY,0,1200,0,0,0,21,46,Airbus
EDEFERNK,ORY,ST,ORY,ORY,0,1200,0,0,0,25,52,Airbus
UJKZGFAX,ORY,ST,ORY,ORY,0,1200,0,0,0,20,56,Airbus
XCCYYCIZ,ORY,ST,ORY,ORY,0,1200,0,0,0,23,47,Airbus
YXOCHCIF,BIQ,CP,BIQ,BIQ,0,1200,0,0,0,20,41,Airbus
ALGKRRHE,BIQ,FO,BIQ,BIQ,0,1200,0,0,0,25,47,Airbus
JLNTXWVF,BIQ,CSD,BIQ,BIQ,0,1200,0,0,0,29,58,Airbus
RDTSBDQK,BIQ,CSD,BIQ,BIQ,0,1200,0,0,0,25,50,Airbus
AQOOSQOX,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,23,54,Airbus
HDQOSQQT,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,28,40,Airbus
GQNWWTRQ,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,29,53,Airbus
MEWADFZZ,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,23,45,Airbus
PBEUNCUH,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,21,56,Airbus
URVPNHPX,BIQ,ST,BIQ,BIQ,0,1200,0,0,0,27,40,Airbus
QDYXHRGK,TLS,CP,TLS,TLS,0,1200,0,0,0,22,49,Airbus
JBNQDUJO,TLS,FO,TLS,TLS,0,1200,0,0,0,24,59,Airbus
SNPTPOKP,TLS,CSD,TLS,TLS,0,1200,0,0,0,22,55,Airbus
BVILAJKG,TLS,CSD,TLS,TLS,0,1200,0,0,0,28,56,Airbus
KWEBOVBX,TLS,ST,TLS,TLS,0,1200,0,0,0,23,58,Airbus
LPONHGQU,TLS,ST,TLS,TLS,0,1200,0,0,0,27,57,Airbus
WUVWXBBB,TLS,ST,TLS,TLS,0,1200,0,0,0,20,47,Airbus
TPMTPXAH,TLS,ST,TLS,TLS,0,1200,0,0,0,24,57,Airbus
CEFXGSCO,TLS,ST,TLS,TLS,0,1200,0,0,0,24,49,Airbus
BGYKNWUW,TLS,ST,TLS,TLS,0,1200,0,0,0,29,56,Airbus
UYOEUZRK,LYS,CP,LYS,LYS,0,1200,0,0,0,24,51,Airbus
XSXTPRIC,LYS,FO,LYS,LYS,0,1200,0,0,0,20,53,Airbus
MWZCHVWR,LYS,CSD,LYS,LYS,0,1200,0,0,0,21,40,Airbus
ZQCGRWOT,LYS,CSD,LYS,LYS,0,1200,0,0,0,21,45,Airbus
APHIRXPL,LYS,ST,LYS,LYS,0,1200,0,0,0,24,53,Airbus
JXEMSCHA,LYS,ST,LYS,LYS,0,1200,0,0,0,25,45,Airbus
XDUQNNFZ,LYS,ST,LYS,LYS,0,1200,0,0,0,29,42,Airbus
BNDDZUTD,LYS,ST,LYS,LYS,0,1200,0,0,0,27,57,Airbus
AYKJUAMY,LYS,ST,LYS,LYS,0,1200,0,0,0,28,45,Airbus
VPHKQKVS,LYS,ST,LYS,LYS,0,1200,0,0,0,27,52,Airbus
JPPSNNDT,BOD,CP,BOD,BOD,0,1200,0,0,0,23,44,CRJ
POHMOBDB,BOD,FO,BOD,BOD,0,1200,0,0,0,24,56,CRJ
JVMYILRL,BOD,CSD,BOD,BOD,0,1200,0,0,0,21,57,CRJ
IIGNUITL,BOD,ST,BOD,BOD,0,1200,0,0,0,29,43,CRJ
QQKSJYOT,BOD,ST,BOD,BOD,0,1200,0,0,0,20,46,CRJ
KKJIVVIA,SXB,CP,SXB,SXB,0,1200,0,0,0,28,55,Fokker
BGYECVZD,SXB,FO,SXB,SXB,0,1200,0,0,0,28,58,Fokker
OLRGODGH,SXB,CSD,SXB,SXB,0,1200,0,0,0,27,41,Fokker
XPXTCKVH,SXB,ST,SXB,SXB,0,1200,0,0,0,22,56,Fokker
OUSBLYTI,SXB,ST,SXB,SXB,0,1200,0,0,0,21,43,Fokker
QCVFVZLQ,SXB,ST,SXB,SXB,0,1200,0,0,0,21,43,Fokker
BCJQWPMR,MPL,CP,MPL,MPL,0,1200,0,0,0,26,50,Airbus
YGDFYFZC,MPL,FO,MPL,MPL,0,1200,0,0,0,20,44,Airbus
VCMAHFAN,MPL,CSD,MPL,MPL,0,1200,0,0,0,24,59,Airbus
CXSFYDFV,MPL,CSD,MPL,MPL,0,1200,0,0,0,20,43,Airbus
UEBUBNYR,MPL,ST,MPL,MPL,0,1200,0,0,0,26,48,Airbus
MBGYSHAP,MPL,ST,MPL,MPL,0,1200,0,0,0,22,58,Airbus
QDMURGDB,MPL,ST,MPL,MPL,0,1200,0,0,0,20,40,Airbus
PKIPPNRG,MPL,ST,MPL,MPL,0,1200,0,0,0,21,56,Airbus
IIFWZWFN,MPL,ST,MPL,MPL,0,1200,0,0,0,24,43,Airbus
YMYTEISV,MPL,ST,MPL,MPL,0,1200,0,0,0,29,41,Airbus
VVZGAXYH,AJA,CP,AJA,AJA,0,1200,0,0,0,25,54,Airbus
PEIZGWMP,AJA,FO,AJA,AJA,0,1200,0,0,0,29,56,Airbus
MUDIIESH,AJA,CSD,AJA,AJA,0,1200,0,0,0,21,52,Airbus
GQFBCEJB,AJA,CSD,AJA,AJA,0,1200,0,0,0,28,58,Airbus
LKFDXAVH,AJA,ST,AJA,AJA,0,1200,0,0,0,20,43,Airbus
CGOXOUJW,AJA,ST,AJA,AJA,0,1200,0,0,0,20,44,Airbus
RYYGLBQY,AJA,ST,AJA,AJA,0,1200,0,0,0,23,57,Airbus
SJRQFOCY,AJA,ST,AJA,AJA,0,1200,0,0,0,23,47,Airbus
VDEAYOLJ,AJA,ST,AJA,AJA,0,1200,0,0,0,28,56,Airbus
DCXIEVBG,AJA,ST,AJA,AJA,0,1200,0,0,0,20,48,Airbus
JMTISXDU,BIA,CP,BIA,BIA,0,1200,0,0,0,24,55,Airbus
OINXXLIT,BIA,FO,BIA,BIA,0,1200,0,0,0,22,40,Airbus
ANTZHXOG,BIA,CSD,BIA,BIA,0,1200,0,0,0,25,46,Airbus
FYMRFYIG,BIA,CSD,BIA,BIA,0,1200,0,0,0,23,50,Airbus
FFMEMKST,BIA,ST,BIA,BIA,0,1200,0,0,0,26,53,Airbus
NSYFTUDD,BIA,ST,BIA,BIA,0,1200,0,0,0,24,40,Airbus
BYWYSXQF,BIA,ST,BIA,BIA,0,1200,0,0,0,23,47,Airbus
UVZBRSLF,BIA,ST,BIA,BIA,0,1200,0,0,0,23,50,Airbus
ISFKRMYM,BIA,ST,BIA,BIA,0,1200,0,0,0,21,43,Airbus
ICYCNAZC,BIA,ST,BIA,BIA,0,1200,0,0,0,28,57,Airbus
RBMPDGHQ,SXB,CP,SXB,SXB,0,1200,0,0,0,25,40,BAE
DIAJKKWQ,SXB,FO,SXB,SXB,0,1200,0,0,0,25,48,BAE
HZFOJBQG,SXB,CS,SXB,SXB,0,1200,0,0,0,23,49,BAE
WPYZELSN,SXB,ST,SXB,SXB,0,1200,0,0,0,23,48,BAE
QCDOVFLL,SXB,ST,SXB,SXB,0,1200,0,0,0,26,42,BAE
QDZKXMEH,ORY,CP,ORY,ORY,0,1200,0,0,0,28,55,Airbus
UPRHDLMI,ORY,FO,ORY,ORY,0,1200,0,0,0,26,57,Airbus
ECOVAOGF,ORY,CSD,ORY,ORY,0,1200,0,0,0,29,41,Airbus
VEHNZZSF,ORY,CSD,ORY,ORY,0,1200,0,0,0,28,41,Airbus
WCCYGPLW,ORY,ST,ORY,ORY,0,1200,0,0,0,20,43,Airbus
ZVAQGRKV,ORY,ST,ORY,ORY,0,1200,0,0,0,24,59,Airbus
POUDWGIW,ORY,ST,ORY,ORY,0,1200,0,0,0,26,57,Airbus
