leg_id,flight_id,date,aircraft,from,to,start,finish,last_leg,fixed,crew_group_id
70004320,4320,2006-01-07,A319#2,PUF,ORY,2006-01-07T10:10,2006-01-07T11:30,,0,1321446349
70004317,4317,2006-01-07,A319#2,ORY,PUF,2006-01-07T12:05,2006-01-07T13:20,,0,1321446349
70004322,4322,2006-01-07,A319#2,PUF,ORY,2006-01-07T14:10,2006-01-07T15:30,,0,1321446349
70004319,4319,2006-01-07,A319#2,ORY,PUF,2006-01-07T16:20,2006-01-07T17:35,,0,1321446349
70004324,4324,2006-01-07,A319#2,PUF,ORY,2006-01-07T18:30,2006-01-07T19:50,,0,1321446349
70004321,4321,2006-01-07,A319#2,ORY,PUF,2006-01-07T20:25,2006-01-07T21:40,,0,1321446349
70004404,4404,2006-01-07,A319#3,MPL,ORY,2006-01-07T05:40,2006-01-07T07:05,,0,1512368656
70004405,4405,2006-01-07,A319#3,ORY,MPL,2006-01-07T07:45,2006-01-07T09:00,,0,1512368656
70004408,4408,2006-01-07,A319#3,MPL,ORY,2006-01-07T09:50,2006-01-07T11:10,,0,1507096884
70004411,4411,2006-01-07,A319#3,ORY,MPL,2006-01-07T12:15,2006-01-07T13:30,,0,1507096884
70004412,4412,2006-01-07,A319#3,MPL,ORY,2006-01-07T14:20,2006-01-07T15:40,,0,1507096884
70004415,4415,2006-01-07,A319#3,ORY,MPL,2006-01-07T16:15,2006-01-07T17:30,,0,1507096884
70004416,4416,2006-01-07,A319#3,MPL,ORY,2006-01-07T18:20,2006-01-07T19:40,,0,1507096884
70004421,4421,2006-01-07,A319#3,ORY,MPL,2006-01-07T20:15,2006-01-07T21:30,,0,1507096884
70004643,4643,2006-01-07,A319#4,CDG,TLS,2006-01-07T06:15,2006-01-07T07:40,,0,2039633683
70002972,2972,2006-01-07,A319#4,TLS,ORY,2006-01-07T09:10,2006-01-07T10:30,,0,2039633683
70004431,4431,2006-01-07,A319#4,ORY,AJA,2006-01-07T11:40,2006-01-07T13:20,,0,2039633683
70004432,4432,2006-01-07,A319#4,AJA,ORY,2006-01-07T14:35,2006-01-07T16:15,,0,2039633683
70004437,4437,2006-01-07,A319#4,ORY,AJA,2006-01-07T17:00,2006-01-07T18:40,,0,2039633683
70004434,4434,2006-01-07,A319#4,AJA,CDG,2006-01-07T19:30,2006-01-07T20:00,,0,2039633683
70004375,4375,2006-01-07,A319#5,ORY,TLN,2006-01-07T06:25,2006-01-07T07:50,,0,200550235
70004376,4376,2006-01-07,A319#5,TLN,ORY,2006-01-07T08:35,2006-01-07T10:05,,0,200550235
70003111,3111,2006-01-07,A319#5,ORY,NCE,2006-01-07T11:30,2006-01-07T12:50,,0,345545550
70003112,3112,2006-01-07,A319#5,NCE,ORY,2006-01-07T13:35,2006-01-07T15:00,,0,345545550
70004365,4365,2006-01-07,A319#5,ORY,TLN,2006-01-07T15:35,2006-01-07T16:55,,0,345545550
70004368,4368,2006-01-07,A319#5,TLN,ORY,2006-01-07T17:35,2006-01-07T19:00,,0,345545550
70004364,4364,2006-01-07,A319#6,TLN,ORY,2006-01-07T05:45,2006-01-07T07:10,,0,820276643
70004363,4363,2006-01-07,A319#6,ORY,TLN,2006-01-07T07:55,2006-01-07T09:15,,0,820276643
70004366,4366,2006-01-07,A319#6,TLN,ORY,2006-01-07T10:05,2006-01-07T11:30,,0,1713579631
70004369,4369,2006-01-07,A319#6,ORY,TLN,2006-01-07T12:30,2006-01-07T13:50,,0,1713579631
70004370,4370,2006-01-07,A319#6,TLN,ORY,2006-01-07T14:40,2006-01-07T16:05,,0,1713579631
70004371,4371,2006-01-07,A319#6,ORY,TLN,2006-01-07T17:55,2006-01-07T19:15,,0,1713579631
70004385,4385,2006-01-07,A319#7,ORY,PGF,2006-01-07T07:25,2006-01-07T08:45,,0,363927940
70004386,4386,2006-01-07,A319#7,PGF,ORY,2006-01-07T09:35,2006-01-07T11:00,,0,363927940
70004387,4387,2006-01-07,A319#7,ORY,PGF,2006-01-07T12:00,2006-01-07T13:20,,0,1704637349
70004388,4388,2006-01-07,A319#7,PGF,ORY,2006-01-07T14:05,2006-01-07T15:30,,0,1704637349
70004459,4459,2006-01-07,A319#7,ORY,BIA,2006-01-07T17:10,2006-01-07T18:45,,0,1704637349
70004454,4454,2006-01-07,A319#7,BIA,ORY,2006-01-07T19:35,2006-01-07T21:10,,0,1704637349
70004164,4164,2006-01-07,A319#8,SXB,ORY,2006-01-07T07:00,2006-01-07T08:00,,0,659767626
70002883,2883,2006-01-07,A319#8,ORY,MRS,2006-01-07T11:35,2006-01-07T12:50,,0,659767626
70002892,2892,2006-01-07,A319#8,MRS,ORY,2006-01-07T13:30,2006-01-07T14:50,,0,659767626
70002895,2895,2006-01-07,A319#8,ORY,MRS,2006-01-07T15:35,2006-01-07T16:50,,0,659767626
70002908,2908,2006-01-07,A319#8,MRS,ORY,2006-01-07T17:30,2006-01-07T18:50,,0,659767626
70004189,4189,2006-01-07,A319#8,ORY,SXB,2006-01-07T19:25,2006-01-07T20:25,,0,659767626
70004475,4475,2006-01-07,A319#9,ORY,CLY,2006-01-07T08:10,2006-01-07T09:45,,0,1767440095
70004476,4476,2006-01-07,A319#9,CLY,ORY,2006-01-07T10:45,2006-01-07T12:15,,0,1767440095
70003091,3091,2006-01-07,A319#9,ORY,NCE,2006-01-07T13:00,2006-01-07T14:20,,0,1903678842
70003084,3084,2006-01-07,A319#9,NCE,ORY,2006-01-07T15:05,2006-01-07T16:30,,0,1903678842
70003099,3099,2006-01-07,A319#9,ORY,NCE,2006-01-07T17:10,2006-01-07T18:30,,0,1903678842
70003094,3094,2006-01-07,A319#9,NCE,ORY,2006-01-07T19:25,2006-01-07T20:20,,0,1903678842
70004656,4656,2006-01-07,A319#10,TLS,CDG,2006-01-07T06:05,2006-01-07T07:35,,0,1194650126
70004645,4645,2006-01-07,A319#10,CDG,TLS,2006-01-07T09:30,2006-01-07T10:55,,0,1194650126
70004648,4648,2006-01-07,A319#10,TLS,CDG,2006-01-07T11:55,2006-01-07T13:25,,0,1539174560
70004649,4649,2006-01-07,A319#10,CDG,TLS,2006-01-07T15:00,2006-01-07T16:25,,0,1539174560
70004652,4652,2006-01-07,A319#10,TLS,CDG,2006-01-07T17:15,2006-01-07T18:45,,0,1539174560
70004655,4655,2006-01-07,A319#10,CDG,TLS,2006-01-07T19:25,2006-01-07T20:50,,0,1539174560
70003107,3107,2006-01-07,A319#11,ORY,NCE,2006-01-07T06:30,2006-01-07T07:50,,0,1501726364
70003108,3108,2006-01-07,A319#11,NCE,ORY,2006-01-07T08:35,2006-01-07T10:00,,0,1501726364
70003097,3097,2006-01-07,A319#11,ORY,NCE,2006-01-07T10:35,2006-01-07T11:55,,0,29236707
70003086,3086,2006-01-07,A319#11,NCE,ORY,2006-01-07T12:35,2006-01-07T14:00,,0,29236707
70003127,3127,2006-01-07,A319#11,ORY,BOD,2006-01-07T15:10,2006-01-07T16:15,,0,29236707
70003134,3134,2006-01-07,A319#11,BOD,ORY,2006-01-07T17:05,2006-01-07T18:15,,0,29236707
70004165,4165,2006-01-07,A319#12,ORY,SXB,2006-01-07T08:00,2006-01-07T09:00,,0,2130037697
70004170,4170,2006-01-07,A319#12,SXB,ORY,2006-01-07T10:10,2006-01-07T11:10,,0,2130037697
70004171,4171,2006-01-07,A319#12,ORY,SXB,2006-01-07T14:25,2006-01-07T15:25,,0,2130037697
70004180,4180,2006-01-07,A319#12,SXB,ORY,2006-01-07T17:00,2006-01-07T18:00,,0,2130037697
70003067,3067,2006-01-07,A319#13,ORY,NCE,2006-01-07T07:30,2006-01-07T08:50,,0,1731519511
70004784,4784,2006-01-07,A319#13,NCE,LIL,2006-01-07T10:00,2006-01-07T11:40,,0,1731519511
70004679,4679,2006-01-07,A319#13,LIL,LYS,2006-01-07T12:35,2006-01-07T13:50,,0,1731519511
70004678,4678,2006-01-07,A319#13,LYS,ORY,2006-01-07T14:45,2006-01-07T15:45,,0,1731519511
70003117,3117,2006-01-07,A319#14,ORY,BOD,2006-01-07T07:15,2006-01-07T08:20,,0,1844137836
70003144,3144,2006-01-07,A319#14,BOD,ORY,2006-01-07T09:10,2006-01-07T10:20,,0,1844137836
70002869,2869,2006-01-07,A319#14,ORY,MRS,2006-01-07T12:10,2006-01-07T13:25,,0,1844137836
70002878,2878,2006-01-07,A319#14,MRS,ORY,2006-01-07T14:55,2006-01-07T16:05,,0,1844137836
70004544,4544,2006-01-07,A319#15,MPL,CDG,2006-01-07T05:55,2006-01-07T07:25,,0,134224868
70004547,4547,2006-01-07,A319#15,CDG,MPL,2006-01-07T19:50,2006-01-07T21:15,,0,134224868
70004684,4684,2006-01-07,A319#16,MRS,LYS,2006-01-07T05:35,2006-01-07T06:35,,0,1104652174
70004685,4685,2006-01-07,A319#16,LYS,MRS,2006-01-07T07:30,2006-01-07T08:30,,0,1104652174
70004526,4526,2006-01-07,A319#16,MRS,CDG,2006-01-07T09:50,2006-01-07T11:20,,0,1127983490
70004533,4533,2006-01-07,A319#16,CDG,MRS,2006-01-07T20:20,2006-01-07T21:45,,0,1127983490
70004523,4523,2006-01-07,A319#17,CDG,MRS,2006-01-07T06:15,2006-01-07T07:40,,0,585887566
70004524,4524,2006-01-07,A319#17,MRS,CDG,2006-01-07T09:05,2006-01-07T10:35,,0,585887566
70004527,4527,2006-01-07,A319#17,CDG,MRS,2006-01-07T11:35,2006-01-07T13:00,,0,2134161410
70004530,4530,2006-01-07,A319#17,MRS,CDG,2006-01-07T15:20,2006-01-07T16:50,,0,2134161410
70004531,4531,2006-01-07,A319#17,CDG,MRS,2006-01-07T17:35,2006-01-07T19:00,,0,2134161410
70004534,4534,2006-01-07,A319#17,MRS,CDG,2006-01-07T19:45,2006-01-07T21:15,,0,2134161410
70004514,4514,2006-01-07,A319#18,LYS,CDG,2006-01-07T06:25,2006-01-07T07:35,,0,1484135457
70004503,4503,2006-01-07,A319#18,CDG,LYS,2006-01-07T08:30,2006-01-07T09:40,,0,1484135457
70004516,4516,2006-01-07,A319#18,LYS,CDG,2006-01-07T10:55,2006-01-07T12:05,,0,830250430
70004509,4509,2006-01-07,A319#18,CDG,LYS,2006-01-07T13:10,2006-01-07T14:20,,0,830250430
70004510,4510,2006-01-07,A319#18,LYS,CDG,2006-01-07T16:15,2006-01-07T17:25,,0,830250430
70004513,4513,2006-01-07,A319#18,CDG,LYS,2006-01-07T20:30,2006-01-07T21:40,,0,830250430
70004224,4224,2006-01-07,A320#1,BES,ORY,2006-01-07T05:35,2006-01-07T06:50,,0,932725007
70004225,4225,2006-01-07,A320#1,ORY,BES,2006-01-07T08:10,2006-01-07T09:20,,0,932725007
70004228,4228,2006-01-07,A320#1,BES,ORY,2006-01-07T10:05,2006-01-07T11:20,,0,1450422331
70004239,4239,2006-01-07,A320#1,ORY,BES,2006-01-07T14:40,2006-01-07T15:50,,0,1450422331
70004238,4238,2006-01-07,A320#1,BES,ORY,2006-01-07T16:35,2006-01-07T17:50,,0,1450422331
70004237,4237,2006-01-07,A320#1,ORY,BES,2006-01-07T20:20,2006-01-07T21:30,,0,1450422331
70001364,1364,2006-01-07,A320#2,AJA,ORY,2006-01-07T05:55,2006-01-07T07:35,,0,1454666067
70001363,1363,2006-01-07,A320#2,ORY,AJA,2006-01-07T08:25,2006-01-07T10:05,,0,1454666067
70004435,4435,2006-01-07,A320#2,AJA,ORY,2006-01-07T14:40,2006-01-07T16:20,,0,1015490648
70004436,4436,2006-01-07,A320#2,ORY,AJA,2006-01-07T17:10,2006-01-07T18:50,,0,1015490648
70001374,1374,2006-01-07,A320#3,BIA,ORY,2006-01-07T05:55,2006-01-07T07:30,,0,525100016
70001379,1379,2006-01-07,A320#3,ORY,BIA,2006-01-07T08:30,2006-01-07T10:05,,0,525100016
70001378,1378,2006-01-07,A320#3,BIA,ORY,2006-01-07T11:00,2006-01-07T12:35,,0,759101347
70001375,1375,2006-01-07,A320#3,ORY,BIA,2006-01-07T13:25,2006-01-07T15:00,,0,759101347
70001380,1380,2006-01-07,A320#3,BIA,ORY,2006-01-07T15:50,2006-01-07T17:25,,0,759101347
70001377,1377,2006-01-07,A320#3,ORY,BIA,2006-01-07T19:00,2006-01-07T20:35,,0,759101347
7000152,152,2006-01-07,A320#4,MLH,CDG,2006-01-07T06:05,2006-01-07T07:20,,0,1130118952
7000145,145,2006-01-07,A320#4,CDG,MLH,2006-01-07T08:05,2006-01-07T09:15,,0,1130118952
7000146,146,2006-01-07,A320#4,MLH,CDG,2006-01-07T09:55,2006-01-07T11:10,,0,363842328
7000147,147,2006-01-07,A320#4,CDG,MLH,2006-01-07T12:00,2006-01-07T13:10,,0,363842328
7000148,148,2006-01-07,A320#4,MLH,CDG,2006-01-07T13:50,2006-01-07T15:05,,0,363842328
7000149,149,2006-01-07,A320#4,CDG,MLH,2006-01-07T15:45,2006-01-07T16:55,,0,363842328
7000150,150,2006-01-07,A320#4,MLH,CDG,2006-01-07T17:35,2006-01-07T18:50,,0,363842328
7000151,151,2006-01-07,A320#4,CDG,MLH,2006-01-07T19:55,2006-01-07T21:05,,0,363842328
70002872,2872,2006-01-07,A320#5,MRS,ORY,2006-01-07T06:30,2006-01-07T07:50,,0,744291659
70002879,2879,2006-01-07,A320#5,ORY,MRS,2006-01-07T08:35,2006-01-07T09:50,,0,744291659
70002886,2886,2006-01-07,A320#5,MRS,ORY,2006-01-07T10:30,2006-01-07T11:50,,0,1485403625
70002919,2919,2006-01-07,A320#5,ORY,MRS,2006-01-07T12:35,2006-01-07T13:50,,0,1485403625
70002896,2896,2006-01-07,A320#5,MRS,ORY,2006-01-07T14:30,2006-01-07T15:50,,0,1485403625
70002899,2899,2006-01-07,A320#5,ORY,MRS,2006-01-07T16:35,2006-01-07T17:50,,0,1485403625
70004584,4584,2006-01-07,A320#6,NTE,CDG,2006-01-07T05:35,2006-01-07T06:40,,0,848563345
70004583,4583,2006-01-07,A320#6,CDG,NTE,2006-01-07T08:05,2006-01-07T09:10,,0,848563345
70004588,4588,2006-01-07,A320#6,NTE,CDG,2006-01-07T10:00,2006-01-07T11:05,,0,333461483
70004587,4587,2006-01-07,A320#6,CDG,NTE,2006-01-07T11:45,2006-01-07T12:50,,0,333461483
70004590,4590,2006-01-07,A320#6,NTE,CDG,2006-01-07T13:35,2006-01-07T14:40,,0,333461483
70004593,4593,2006-01-07,A320#6,CDG,NTE,2006-01-07T16:15,2006-01-07T17:20,,0,333461483
70004594,4594,2006-01-07,A320#6,NTE,CDG,2006-01-07T18:05,2006-01-07T19:10,,0,333461483
70004591,4591,2006-01-07,A320#6,CDG,NTE,2006-01-07T20:00,2006-01-07T21:05,,0,333461483
70002966,2966,2006-01-07,A320#7,TLS,ORY,2006-01-07T05:40,2006-01-07T07:00,,0,2039758977
70002973,2973,2006-01-07,A320#7,ORY,TLS,2006-01-07T07:50,2006-01-07T09:00,,0,2039758977
70002980,2980,2006-01-07,A320#7,TLS,ORY,2006-01-07T09:40,2006-01-07T11:00,,0,182621155
70002983,2983,2006-01-07,A320#7,ORY,TLS,2006-01-07T11:50,2006-01-07T13:00,,0,182621155
70002988,2988,2006-01-07,A320#7,TLS,ORY,2006-01-07T13:40,2006-01-07T15:00,,0,182621155
70002995,2995,2006-01-07,A320#7,ORY,TLS,2006-01-07T15:50,2006-01-07T17:00,,0,182621155
70003004,3004,2006-01-07,A320#7,TLS,ORY,2006-01-07T17:40,2006-01-07T19:00,,0,182621155
70003011,3011,2006-01-07,A320#7,ORY,TLS,2006-01-07T19:50,2006-01-07T21:00,,0,182621155
70002965,2965,2006-01-07,A320#8,ORY,TLS,2006-01-07T05:50,2006-01-07T07:00,,0,2090911250
70002974,2974,2006-01-07,A320#8,TLS,ORY,2006-01-07T07:40,2006-01-07T09:00,,0,2090911250
70002977,2977,2006-01-07,A320#8,ORY,TLS,2006-01-07T09:50,2006-01-07T11:00,,0,1048083132
70002984,2984,2006-01-07,A320#8,TLS,ORY,2006-01-07T11:40,2006-01-07T13:00,,0,1048083132
70002989,2989,2006-01-07,A320#8,ORY,TLS,2006-01-07T13:50,2006-01-07T15:00,,0,1048083132
70002996,2996,2006-01-07,A320#8,TLS,ORY,2006-01-07T15:40,2006-01-07T17:00,,0,1048083132
70002969,2969,2006-01-07,A320#9,ORY,TLS,2006-01-07T06:50,2006-01-07T08:00,,0,1372239857
70002976,2976,2006-01-07,A320#9,TLS,ORY,2006-01-07T08:40,2006-01-07T10:00,,0,1372239857
70002981,2981,2006-01-07,A320#9,ORY,TLS,2006-01-07T10:50,2006-01-07T12:00,,0,100621466
70002986,2986,2006-01-07,A320#9,TLS,ORY,2006-01-07T12:40,2006-01-07T14:00,,0,100621466
70002991,2991,2006-01-07,A320#9,ORY,TLS,2006-01-07T14:50,2006-01-07T16:00,,0,100621466
70003000,3000,2006-01-07,A320#9,TLS,ORY,2006-01-07T16:40,2006-01-07T18:00,,0,100621466
70002968,2968,2006-01-07,A320#10,TLS,ORY,2006-01-07T06:10,2006-01-07T07:30,,0,259488708
70002975,2975,2006-01-07,A320#10,ORY,TLS,2006-01-07T08:50,2006-01-07T10:00,,0,259488708
70002982,2982,2006-01-07,A320#10,TLS,ORY,2006-01-07T10:40,2006-01-07T12:00,,0,461272858
70002985,2985,2006-01-07,A320#10,ORY,TLS,2006-01-07T12:50,2006-01-07T14:00,,0,461272858
70002992,2992,2006-01-07,A320#10,TLS,ORY,2006-01-07T14:40,2006-01-07T16:00,,0,461272858
70002999,2999,2006-01-07,A320#10,ORY,TLS,2006-01-07T16:50,2006-01-07T18:00,,0,461272858
70002970,2970,2006-01-07,A320#11,TLS,ORY,2006-01-07T06:40,2006-01-07T08:00,,0,185012673
70004269,4269,2006-01-07,A320#11,ORY,LYS,2006-01-07T09:30,2006-01-07T10:35,,0,185012673
70004270,4270,2006-01-07,A320#11,LYS,ORY,2006-01-07T11:20,2006-01-07T12:25,,0,185012673
70004271,4271,2006-01-07,A320#11,ORY,LYS,2006-01-07T13:40,2006-01-07T14:45,,0,185012673
70004276,4276,2006-01-07,A320#11,LYS,ORY,2006-01-07T16:10,2006-01-07T17:15,,0,185012673
70002967,2967,2006-01-07,A320#11,ORY,TLS,2006-01-07T18:25,2006-01-07T19:45,,0,185012673
70004344,4344,2006-01-07,A320#12,BIQ,ORY,2006-01-07T05:50,2006-01-07T07:10,,0,669806174
70004343,4343,2006-01-07,A320#12,ORY,BIQ,2006-01-07T07:55,2006-01-07T09:10,,0,669806174
70004502,4502,2006-01-07,A320#12,BIQ,CDG,2006-01-07T09:50,2006-01-07T11:20,,0,1178395817
70004501,4501,2006-01-07,A320#12,CDG,BIQ,2006-01-07T12:35,2006-01-07T14:00,,0,1178395817
70004352,4352,2006-01-07,A320#12,BIQ,ORY,2006-01-07T16:20,2006-01-07T17:40,,0,1178395817
70004347,4347,2006-01-07,A320#12,ORY,BIQ,2006-01-07T18:20,2006-01-07T19:35,,0,1178395817
70004168,4168,2006-01-07,A320#13,SXB,ORY,2006-01-07T08:10,2006-01-07T09:10,,0,658194566
70004167,4167,2006-01-07,A320#13,ORY,SXB,2006-01-07T10:25,2006-01-07T11:25,,0,658194566
70004174,4174,2006-01-07,A320#13,SXB,ORY,2006-01-07T13:35,2006-01-07T14:35,,0,2142954714
70004389,4389,2006-01-07,A320#13,ORY,PGF,2006-01-07T15:35,2006-01-07T17:00,,0,2142954714
70004390,4390,2006-01-07,A320#13,PGF,ORY,2006-01-07T17:50,2006-01-07T19:15,,0,2142954714
70004169,4169,2006-01-07,A320#13,ORY,SXB,2006-01-07T20:00,2006-01-07T21:00,,0,2142954714
70002593,2593,2006-01-07,A320#14,LIG,LYS,2006-01-07T05:35,2006-01-07T06:35,,0,1880812379
70004504,4504,2006-01-07,A320#14,LYS,CDG,2006-01-07T10:00,2006-01-07T11:10,,0,1880812379
70004507,4507,2006-01-07,A320#14,CDG,LYS,2006-01-07T12:15,2006-01-07T13:25,,0,1880812379
70004508,4508,2006-01-07,A320#14,LYS,CDG,2006-01-07T16:00,2006-01-07T17:10,,0,1880812379
70004511,4511,2006-01-07,A320#14,CDG,LYS,2006-01-07T17:55,2006-01-07T19:05,,0,1880812379
70004512,4512,2006-01-07,A320#14,LYS,LIG,2006-01-07T19:55,2006-01-07T20:55,,0,1880812379
70004194,4194,2006-01-07,A320#15,MLH,ORY,2006-01-07T05:30,2006-01-07T06:40,,0,1709706839
70004195,4195,2006-01-07,A320#15,ORY,MLH,2006-01-07T08:15,2006-01-07T09:15,,0,1709706839
70004200,4200,2006-01-07,A320#15,MLH,ORY,2006-01-07T10:05,2006-01-07T11:15,,0,472931517
70004197,4197,2006-01-07,A320#15,ORY,MLH,2006-01-07T12:10,2006-01-07T13:10,,0,472931517
70004202,4202,2006-01-07,A320#15,MLH,ORY,2006-01-07T13:55,2006-01-07T15:05,,0,472931517
70004203,4203,2006-01-07,A320#15,ORY,MLH,2006-01-07T18:45,2006-01-07T19:45,,0,472931517
70004486,4486,2006-01-07,A320#16,BOD,CDG,2006-01-07T07:25,2006-01-07T08:50,,0,216794175
70004485,4485,2006-01-07,A320#16,CDG,BOD,2006-01-07T09:55,2006-01-07T11:15,,0,216794175
70004490,4490,2006-01-07,A320#16,BOD,CDG,2006-01-07T12:35,2006-01-07T14:00,,0,384385166
70004549,4549,2006-01-07,A320#16,CDG,MPL,2006-01-07T17:45,2006-01-07T19:10,,0,384385166
70004548,4548,2006-01-07,A320#16,MPL,BOD,2006-01-07T20:00,2006-01-07T21:20,,0,384385166
70002868,2868,2006-01-07,A320#17,MRS,ORY,2006-01-07T07:30,2006-01-07T08:50,,0,921209318
